Credit	Reference	doi	Class	Subclass	Superorder	Order	Suborder	Family	Genus	Species	Species_binomial	Group	Diet_full	Functional_group	Habitat	Mass_dry_full	Mass_log10	C_mean	N_mean	P_mean	CN_ratio	CP_ratio	NP_ratio	Organism_source	Stoichio_analysis	Nitrogen_calc_from_prot	Staff
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	antarctica	Limacina antarctica	Invert	C	Invert C	Marine	0.00189	-2.72353819582676	32.75	8.04	0.5	4.75228026533997	168.32	35.43	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	antarctica	Limacina antarctica	Invert	C	Invert C	Marine	0.00245	-2.61083391563547	33.96	8.12	0.57	4.87931034482759	153.52	31.47	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	antarctica	Limacina antarctica	Invert	C	Invert C	Marine	0.00255	-2.59345981956604	32.75	8.08	0.51	4.72875412541254	165.93	35.09	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	antarctica	Limacina antarctica	Invert	C	Invert C	Marine	0.0031	-2.50863830616573	33.87	8.13	0.55	4.86039360393604	159.56	32.82	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	antarctica	Limacina antarctica	Invert	C	Invert C	Marine	0.00324	-2.48945498979339	33.95	8.12	0.56	4.87787356321839	157.87	32.35	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	antarctica	Limacina antarctica	Invert	C	Invert C	Marine	0.00643	-2.19178902707578	32.81	8.06	0.5	4.74917287014061	170.34	35.84	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	antarctica	Limacina antarctica	Invert	C	Invert C	Marine	0.0097	-2.01322826573376	32.78	8.06	0.51	4.74483043837883	167.65	35.34	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	antarctica	Limacina antarctica	Invert	C	Invert C	Marine	0.01076	-1.96818772866963	32.71	8.06	0.5	4.73469809760132	168.4	35.55	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	antarctica	Limacina antarctica	Invert	C	Invert C	Marine	0.01136	-1.944621668625	32.75	8.06	0.5	4.74048800661704	168.6	35.58	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	antarctica	Limacina antarctica	Invert	C	Invert C	Marine	0.013	-1.88605664769316	32.77	8.08	0.5	4.73164191419142	169.31	35.77	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	helicina	Limacina helicina	Invert	H	Invert H	Marine	0.00025	-3.60205999132796	29.4	10.4	0.6	3.29807692307692	126.58	38.38	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	helicina	Limacina helicina	Invert	H	Invert H	Marine	0.000372	-3.4294570601181	37.63	8.87	0.54	4.94945509207065	179.21	36.21	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	helicina	Limacina helicina	Invert	H	Invert H	Marine	0.000421	-3.37571790416433	29.4	10.4	0.6	3.29807692307692	126.58	38.38	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Gastropoda	Heterobranchia	NA	Thecosomata	Euthecosomata	Limacinidae	Limacina	helicina	Limacina helicina	Invert	H	Invert H	Marine	0.000813	-3.08990945440593	36.9	8.73	0.54	4.93127147766323	175.72	35.65	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hydrozoa	Trachylinae	NA	Trachymedusae	NA	Geryoniidae	Liriope	tetraphylla	Liriope tetraphylla	Invert	C	Invert C	Marine	0.00191	-2.71896663275227	7.2	2.9	0.17	2.89655172413793	109.41	37.77	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hydrozoa	Trachylinae	NA	Trachymedusae	NA	Geryoniidae	Liriope	tetraphylla	Liriope tetraphylla	Invert	C	Invert C	Marine	0.00263	-2.58004425151024	7.2	2.9	0.17	2.89655172413793	109.41	37.77	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	5.7E-06	-5.24412514432751	36.9	7.83	1.26	5.49808429118774	75.45	13.72	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	6.4E-06	-5.19382002601611	36.91	7.83	1.27	5.49957428693061	75.33	13.7	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	7.2E-06	-5.14266750356873	36.9	7.83	1.26	5.49808429118774	75.43	13.72	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	9E-06	-5.04575749056067	36.9	7.83	1.26	5.49808429118774	75.92	13.81	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	9.2E-06	-5.03621217265444	36.9	7.83	1.26	5.49808429118774	75.61	13.74	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	1.03E-05	-4.98716277529483	36.9	7.83	1.26	5.49808429118774	75.53	13.73	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	1.07E-05	-4.97061622231479	36.9	7.83	1.26	5.49808429118774	75.55	13.74	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	1.12E-05	-4.95078197732982	36.9	7.83	1.26	5.49808429118774	75.72	13.77	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	1.47E-05	-4.83268266525182	36.9	7.83	1.26	5.49808429118774	75.74	13.78	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	1.5E-05	-4.82390874094432	36.9	7.83	1.26	5.49808429118774	75.65	13.77	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	1.5E-05	-4.82390874094432	36.9	7.83	1.26	5.49808429118774	75.65	13.77	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	2.66E-05	-4.57511836336893	36.9	7.83	1.26	5.49808429118774	75.69	13.77	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Decapoda	Dendrobranchiata	Luciferidae	Lucifer	NA	Lucifer	Invert	H	Invert H	Marine	3.7E-05	-4.43179827593301	36.9	7.83	1.26	5.49808429118774	75.69	13.77	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	NA	NA	NA	NA	NA	NA	Megalopa	NA	Megalopa	Invert	C	Invert C	Marine	0.0026	-2.58502665202918	23.4	3.8	1.3	7.18421052631579	46.5	6.47	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	NA	NA	NA	NA	NA	NA	Megalopa	NA	Megalopa	Invert	C	Invert C	Marine	0.00266	-2.57511836336893	23.4	3.8	1.3	7.18421052631579	46.5	6.47	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	NA	NA	NA	NA	NA	NA	Megalopa	NA	Megalopa	Invert	C	Invert C	Marine	0.0055	-2.25963731050576	31	5.1	1.3	7.09150326797386	61.6	8.69	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	NA	NA	NA	NA	NA	NA	Megalopa	NA	Megalopa	Invert	C	Invert C	Marine	0.00153	-2.8153085691824	27.2	4.5	1.3	7.05185185185185	54.05	7.66	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Tentaculata	NA	NA	Cydippida	NA	NA	Mertensiidae	NA	Mertensiidae	Invert	C	Invert C	Marine	0.0373	-1.42829116819131	11.58	2.36	NA	5.72457627118644	NA	NA	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Tentaculata	NA	NA	Cydippida	NA	NA	Mertensiidae	NA	Mertensiidae	Invert	C	Invert C	Marine	0.0507	-1.29499204066666	11.58	2.35	NA	5.74893617021277	NA	NA	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Tentaculata	NA	NA	Cydippida	NA	NA	Mertensiidae	NA	Mertensiidae	Invert	C	Invert C	Marine	0.056	-1.2518119729938	11.57	2.36	NA	5.71963276836158	NA	NA	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Tentaculata	NA	NA	Cydippida	NA	NA	Mertensiidae	NA	Mertensiidae	Invert	C	Invert C	Marine	0.057	-1.24412514432751	11.58	2.75	NA	4.91272727272727	NA	NA	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Tentaculata	NA	NA	Cydippida	NA	NA	Mertensiidae	NA	Mertensiidae	Invert	C	Invert C	Marine	0.0935	-1.02918838912748	11.57	2.35	NA	5.74397163120567	NA	NA	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Tentaculata	NA	NA	Cydippida	NA	NA	Mertensiidae	NA	Mertensiidae	Invert	C	Invert C	Marine	0.114	-0.943095148663527	10.51	2.35	NA	5.2177304964539	NA	NA	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Tentaculata	NA	NA	Cydippida	NA	NA	Mertensiidae	NA	Mertensiidae	Invert	C	Invert C	Marine	0.161	-0.79317412396815	10.51	2.35	NA	5.2177304964539	NA	NA	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Tentaculata	NA	NA	Cydippida	NA	NA	Mertensiidae	NA	Mertensiidae	Invert	C	Invert C	Marine	0.18	-0.744727494896694	10.51	2.35	NA	5.2177304964539	NA	NA	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000192	-3.71669877129645	42.19	10.94	0.63	4.49923826934796	174.38	38.75	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000192	-3.71669877129645	42.19	10.94	0.63	4.49923826934796	174.38	38.75	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.00021	-3.67778070526608	42.38	10.95	0.62	4.51537290715373	176.86	39.18	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.00021	-3.67778070526608	42.38	10.95	0.62	4.51537290715373	176.86	39.18	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000212	-3.67366413907125	41.98	10.85	0.61	4.51397849462366	176.86	39.18	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000212	-3.67366413907125	41.98	10.85	0.61	4.51397849462366	176.86	39.18	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000216	-3.66554624884907	42.13	11.11	0.65	4.42409240924092	167.92	37.96	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000216	-3.66554624884907	42.13	11.11	0.65	4.42409240924092	167.92	37.96	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000219	-3.65955588515988	42.01	10.96	0.64	4.47186739659367	169.76	37.96	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000219	-3.65955588515988	42.01	10.96	0.64	4.47186739659367	169.76	37.96	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000222	-3.65364702554936	42.34	11.26	0.63	4.38691533451747	173.45	39.54	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000222	-3.65364702554936	42.34	11.26	0.63	4.38691533451747	173.45	39.54	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000227	-3.64397414280688	42.29	11.01	0.62	4.48122918558886	177.14	39.54	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000227	-3.64397414280688	42.29	11.01	0.62	4.48122918558886	177.14	39.54	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000247	-3.60730304674033	45.34	11.34	0.53	4.66460905349794	222.56	47.69	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000247	-3.60730304674033	45.34	11.34	0.53	4.66460905349794	222.56	47.69	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000259	-3.58670023591875	45.17	11.58	0.54	4.55080598733449	215.89	47.45	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000259	-3.58670023591875	45.17	11.58	0.54	4.55080598733449	215.89	47.45	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000259	-3.58670023591875	45.17	11.58	0.54	4.55080598733449	215.89	47.45	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000259	-3.58670023591875	45.17	11.58	0.54	4.55080598733449	215.89	47.45	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000259	-3.58670023591875	45.17	11.58	0.54	4.55080598733449	215.89	47.45	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000259	-3.58670023591875	45.17	11.58	0.54	4.55080598733449	215.89	47.45	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000261	-3.58335949266172	45.21	11.49	0.54	4.5905134899913	217.74	47.45	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000261	-3.58335949266172	45.21	11.49	0.54	4.5905134899913	217.74	47.45	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000265	-3.57675412606319	45.28	11.32	0.53	4.66666666666667	221.43	47.45	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000265	-3.57675412606319	45.28	11.32	0.53	4.66666666666667	221.43	47.45	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000276	-3.55909091793478	45.29	11.23	0.54	4.7051053725141	215.28	45.76	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000276	-3.55909091793478	45.29	11.23	0.54	4.7051053725141	215.28	45.76	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000297	-3.52724355068279	45.12	11.45	0.54	4.59737991266376	216.35	47.05	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	gerlachei	Metridia gerlachei	Invert	O	Invert O	Marine	0.000297	-3.52724355068279	45.12	11.45	0.54	4.59737991266376	216.35	47.05	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	longa	Metridia longa	Invert	O	Invert O	Marine	0.000341	-3.4672456210075	47.51	10.56	0.6	5.2488952020202	204.55	38.96	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	longa	Metridia longa	Invert	O	Invert O	Marine	0.000345	-3.46218090492673	47.54	10.44	0.6	5.31257982120051	204.67	38.51	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	longa	Metridia longa	Invert	O	Invert O	Marine	0.000361	-3.44249279809434	47.37	10.53	0.6	5.24833808167142	203.95	38.85	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	longa	Metridia longa	Invert	O	Invert O	Marine	0.000365	-3.43770713554353	47.4	10.41	0.6	5.31219980787704	204.07	38.42	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	3.04E-05	-4.51712641639125	44.3	11.09	0.6	4.66035467388037	191.15	41	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	8.48E-05	-4.07160414774329	46	12	0.63	4.47222222222222	188.71	42.2	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	9.05E-05	-4.0433514207948	46	12	0.63	4.47222222222222	188.67	42.19	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	9.64E-05	-4.01592296609717	46	12	0.63	4.47222222222222	188.72	42.2	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	9.68E-05	-4.01412464269161	46	12	0.63	4.47222222222222	188.57	42.17	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	9.75E-05	-4.01099538430146	46	12	0.63	4.47222222222222	188.7	42.19	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	9.82E-05	-4.00788851221305	46	12	0.63	4.47222222222222	188.52	42.15	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	0.00016	-3.79588001734407	44.3	11.1	0.6	4.65615615615616	190.74	40.96	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	0.000171	-3.76700388960785	44.3	11.1	0.6	4.65615615615616	190.74	40.96	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	0.000187	-3.7281583934635	44.3	11.1	0.6	4.65615615615616	190.74	40.96	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Hexanauplia	Copepoda	NA	Calanoida	NA	Metridinidae	Metridia	pacifica	Metridia pacifica	Invert	H	Invert H	Marine	0.000188	-3.72584215073632	44.3	11.1	0.6	4.65615615615616	190.74	40.96	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Mysida	NA	Mysidae	Mysis	NA	Mysis	Invert	O	Invert O	Marine	9.9E-06	-5.00436480540245	36.9	7.83	1.26	5.49808429118774	75.5	13.73	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Mysida	NA	Mysidae	Mysis	NA	Mysis	Invert	O	Invert O	Marine	1.04E-05	-4.98296666070122	36.9	7.83	1.26	5.49808429118774	75.69	13.76	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Mysida	NA	Mysidae	Mysis	NA	Mysis	Invert	O	Invert O	Marine	1.14E-05	-4.94309514866353	36.9	7.83	1.26	5.49808429118774	75.47	13.73	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Mysida	NA	Mysidae	Mysis	NA	Mysis	Invert	O	Invert O	Marine	1.57E-05	-4.80410034759077	36.9	7.83	1.26	5.49808429118774	75.58	13.74	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Mysida	NA	Mysidae	Mysis	NA	Mysis	Invert	O	Invert O	Marine	1.59E-05	-4.79860287567955	36.9	7.83	1.26	5.49808429118774	75.78	13.78	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Mysida	NA	Mysidae	Mysis	NA	Mysis	Invert	O	Invert O	Marine	3.77E-05	-4.42365864979421	36.9	7.83	1.26	5.49808429118774	75.66	13.76	Field	NA	NA	JS
Ikeda database	Vanni_2017	10.1002/ecy.1792	Malacostraca	Eumalacostraca	NA	Mysida	NA	Mysidae	Mysis	NA	Mysis	Invert	O	Invert O	Marine	0.0001176	-3.92959267825988	36.9	7.83	1.26	5.49808429118774	75.64	13.76	Field	NA	NA	JS
